url,status
www.freetradepubs.com/details.php?itemID=60550,1
www3.interscience.wiley.com/journal/117946204/grouphome/home.html,1
www.davidreilly.com/topics/electronic_commerce/,1
www.wilsonweb.com/wct/?wmt,1
www.useit.com/alertbox/,1
www.newsnow.co.uk/cgi/NewsNow/NewsLink.htm?Theme=Electronic+Commerce,1
offshorepress.com/ecommerce/,1
www.whatsnextonline.com/wno/current.html,1
www.cio.com/newsletters,1
research.ac.upc.edu/DISTR/DEDICA/,1
www.webedi.co.uk/index.php,1
www.unece.org/trade/untdid/welcome.htm,1
www.xml.com/pub/pt/11,1
www.cio.com/topic/5693/E_Business,1
www.orgnet.com/netindustry.html,1
www-306.ibm.com/software/info1/websphere/index.jsp?tab=products/commerce&amp;S_TACT=103BHW06&amp;S_CMP=campaign,1
freespace.virgin.net/joan.charles,1
www.members.tripod.com/riverbrattone/,1
www.huizenga.nova.edu/ExecEd,1
www.leadershipchallenge.com/WileyCDA/,1
www.biasca.com/biasca.com.ar/,1
www.minnesotasafetycouncil.org/home.cfm,1
www.southdakotasafetycouncil.org/home.cfm,1
www.safenebraska.org/safe-driving/,1
www.freewebs.com/cmdti/,1
www.jmu.edu/cis/,1
www.sjsu.edu/isystems/,1
www.commerce.virginia.edu/centers/cmit,1
www.behavior.net/JOB/,1
www.idea-group.com/journals/details.asp?id=99,1
www.tandf.co.uk/journals/routledge/02683962.html,1
www.idea-group.com/journals/details.asp?id=201,1
www.iimahd.ernet.in/egov/ifip/wg.htm,1
www.cios.org/www/ejcmain.htm,1
www.december.com/cmc/mag/,1
www.slis.indiana.edu/TIS/,1
www.idea-group.com/journals/details.asp?id=202,1
www.som.buffalo.edu/isinterface/ISFrontiers/,1
www.idea-group.com/journals/details.asp?id=200,1
www.aace.org/pubs/ijel/,1
www.aace.org/pubs/jcmst/,1
www.decisionsciences.org/dsj/,1
www.elsevier.com/wps/find/journaldescription.cws_home/505553/description#description,1
www.elsevier.com/wps/find/journaldescription.cws_home/244/description,1
www.bauer.uh.edu/parks/fis/fis.htm,1
www.arraydev.com/commerce/jibc/,1
www.computer.org/portal/site/computer/,1
researchweb.watson.ibm.com/journal/,1
www.springer.com/computer/information+systems/journal/10115,1
www.elsevier.com/locate/dss/,1
aisel.aisnet.org/cais/,1
aisel.aisnet.org/jais/,1
aisel.aisnet.org/thci/,1
www3.informs.org/site/ManSci/,1
www.wiley.com/bw/journal.asp?ref=1350-1917,1
www.ascilite.org.au/ajet/e-jist/,1
www.tandfonline.com/toc/cict20/current,1
www.tandfonline.com/toc/rics20/current,1
www.misq.org/archivist/vol/no19/issue2/edstat.html#topics,1
www.misq.org/archivist/vol/no20/issue4/edstat.html#general,1
www.misq.org/archivist/vol/no19/issue4/edstat.html#not,1
dssresources.com/history/dsshistory.html,1
dssresources.com/papers/whatisadss/,1
www.birds-eye.net/article_archive/,1
www.moisesdaniel.com/wri/eisarc.html,1
www.creativyst.com/Doc/Articles/Mgt/MSDetox/MSDetox.htm,1
www.munshi.4t.com/papers/swafad91.html,1
www.creativyst.com/Doc/Articles/Mgt/PIC/PIC.htm,1
www.creativyst.com/Doc/Articles/Mgt/AgileBridges/AgileBridges.htm,1
www.creativyst.com/Doc/Articles/Mgt/UnMethod/UnMethod.htm,1
www.infosys.utas.edu.au/publications/research/,1
www.misrc.umn.edu/workingpapers,1
'www.complianceonline.com/ecommerce/control/trainingcategory/\%7Ecategory_id=10901/\%7EBiotechnology',1
www.usc.edu/schools/business/atisp/ERP/,1
www.coba.unt.edu/isitrc/,1
www.prenhall.com/jessup/,1
www.umich.edu/~isworld/reshome.html,1
www.baskent.edu.tr/~kilter,1
www.cba.bgsu.edu/amis/,1
www.crm2day.com/library/ar/,1
www.sba.oakland.edu/faculty/mathieson/research/,1
www.chris-kimble.com/Courses/,1
home.aisnet.org/displaycommon.cfm?an=1&amp;subarticlenbr=180,1
webworld.unesco.org/rinaf/,1
www.uneca.org/aisi/,1
summaries.com/index.htm,1
www.refresher.com/ceo.html,1
www.oecd.org/corporate/,1
www.emeraldinsight.com/bpmj.htm,1
www.sloanreview.mit.edu/smr/,1
'www.businessweek.com/1998/23/b3581001.htm#Main Story',1
www.mdpme.com/authority.htm,1
www.tlainc.com/articl12.htm,1
www.organizedchange.com/balancedscorecard.htm,1
www.mdpme.com/training.htm,1
www.cuug.ab.ca/~branderr/risk_essay/titanic.html,1
findarticles.com/p/articles/mi_m4035/is_3_45/ai_68217155/,1
www.klausmeyer.co.uk/practitioner.htm,1
home.ubalt.edu/ntsbarsh/opre640online/opre640online.htm,1
home.ubalt.edu/ntsbarsh/opre504online/opre504online.htm,1
ccs.mit.edu/Wanda.html,1
www.angelfire.com/ak/ofek/,1
www.curiouscat.com/bill/,1
courses.unt.edu/kappelman/,1
5dt27.weblium.site,0
5dummies.com,0
5ea67lrfdrp1t.com,0
5ebra.com,0
5ed96460-499c-44ec-a256-6546cbb53679.htmlpasta.com,0
5egurancaapp.net,0
5ervicosbr.cf,0
5ervicos.ga,0
5i1yerde.biz,0
5identitytheftprotection.com,0
5-interac.com,0
5m5u.com,0
5ozmo.app.link,0
5qcv1bll.top,0
5sabasement.co.kr,0
5staraquariums.com,0
5starhomepros.com,0
5swfuc.m.htjfdb.com,0
5t4y67654.000webhostapp.com,0
5thblock.com,0
5uv.ru,0
5x.to,0
5yh5tgr-786uytr.000webhostapp.com,0
5zhoutravel.com,0
5zn1e1-20190617144246-9028-user.freehosting.host,0
60019.it,0
600837829042086-dot-we-tra-fer.appspot.com,0
603691.ga,0
604038173920868-dot-auth-sys-67322.appspot.com,0
607ffe40-33fb-4116-9cae-5f75deba15e1.htmlpasta.com,0
60845282.ummy83.xyz,0
60qsdvl7.apps.lair.io,0
61.112.16.152,0
61.19.247.10,0
61-218-173-195.hinet-ip.hinet.net,0
61541854158michal6.blob.core.windows.net,0
61557841.000webhostapp.com,0
620w0.com,0
621656166556156harison6.blob.core.windows.net,0
6229444.com,0
623112j4j3.codesandbox.io,0
624883159907672-dot-wet-rans-fer-254621.appspot.com,0
62santehnika.ru,0
63234.cc,0
632df0ae-0a35-49c6-970f-af631d3104b8.htmlpasta.com,0
638308.com,0
639c059d-2265-4411-9392-75f181b6c76f.htmlpasta.com,0
63notes.com,0
6420567d-ca77-431b-9127-6f2d1dba2c5e.htmlpasta.com,0
64.31.2.53,0
64312.yolasite.com,0
643-archibald-hermit.com,0
644737w35733yuetyeu46uu4yreueyi0000user.000webhostapp.com,0
6466645.000webhostapp.com,0
64.87.18.45,0
64clientes-magal.com,0
64convencion.com.uy,0
64cs.top,0
64maga-clientes.com,0
64rr.ru,0
65.111.178.18,0
65.39.242.113,0
654567hy.com,0
654961120.16mb.com,0
65bviauhfaa.ml,0
65trrg.000webhostapp.com,0
6602c412-67f3-4725-92eb-5c2ebb2c6166.htmlpasta.com,0
66.135.34.216,0
66.147.240.25,0
66.147.244.247,0
66-206-43-43.static.as40244.net,0
662y16t2xnpiipbc8ev5ankkf.designmysite.pro,0
66.45.236.134,0
66.49.196.225,0
665420923111.000webhostapp.com,0
66.55.159.187,0
666661.cc,0
666666yyyyyyyjjjjjj.000webhostapp.com,0
666hdh.000webhostapp.com,0
666logo3.000webhostapp.com,0
66.70.130.241,0
66.7.148.85,0
66.85.46.58,0
66bk.cc,0
66frames.com,0
6700.000webhostapp.com,0
670630865730257-dot-wal-cjf-ske.appspot.com,0
67.20.111.129,0
67-20-111-129.unifiedlayer.com,0
67.205.148.86,0
67.205.187.76,0
67-20-69-82.unifiedlayer.com,0
67.20.76.127,0
67.207.91.39,0
67.225.172.93,0
67.231.255.157,0
67.23.238.165,0
67386290-24623.000webhostapp.com,0
6767675755556.000webhostapp.com,0
677678678789798.000webhostapp.com,0
67775662.reas.xyz,0
678223193006774-dot-ifile-document.appspot.com,0
67yearaffair.co.ke,0
68.183.13.212,0
68.183.1.61,0
68.183.193.189,0
68.183.195.127,0
68.183.195.133,0
68.183.207.62,0
68.183.231.239,0
68.183.234.44,0
68.183.43.36,0
68.183.94.8,0
682818.net,0
6851customr.com,0
68692515853805781.micropix.net,0
688757939023441-dot-ifile-document.appspot.com,0
69.183.32.121,0
69.195.91.38,0
69-195-91-38.unifiedlayer.com,0
692159ad-130f-4fb8-b1ec-661040dd841e.htmlpasta.com,0
69.50.214.15,0
695079494480506-dot-ifile-document.appspot.com,0
695-firepower-tripe.com,0
696544f1-6e05-4a90-9630-c01283ed6ce5.htmlpasta.com,0
697343de.000webhostapp.com,0
69.89.28.174,0
69.90.132.56,0
69e7f449-be89-4a86-aa83-14c6fa91ed4d.htmlpasta.com,0
69qx.com,0
69xni9hr.top,0
6amn.com,0
6b584a94-da94-415d-8d7c-ffe9ecd05e60.htmlpasta.com,0
6d1e5583-763f-46a4-9a31-03ae545dfc1e.htmlpasta.com,0
6dd023ab-b312-45e8-b3a7-00452397ab02.htmlpasta.com,0
6e21a3ad18.000webhostapp.com,0
6eq25ccxj1cxe6y5cykxhj8xm.designmysite.pro,0
6fdf24d7-f973-4b03-8483-58f55c860e60.htmlpasta.com,0
6gforum.net,0
6.gp,0
6h5fc53bfiaojwdaioawdgyygzxucikadwghygaw.000webhostapp.com,0
6hstcanada.com,0
6kov.com,0
6mpt.top,0
6newsg.com,0
6ou.cc,0
6p7ug4vdyxe6utlm3c0b5i0tn.designmysite.pro,0
6prospectos.com,0
6teenbeat.com,0
6ucr2.com,0
6weekmarriagechallenge.yourfuturesuccess.net,0
6yjx.top,0
700988-9007500.000webhostapp.com,0
705258594479596-dot-ifile-document.appspot.com,0
70desconto.com.br,0
71263126312632mary7.blob.core.windows.net,0
712deals.com,0
7130-catering.de,0
71541515215carbin7.blob.core.windows.net,0
72.18.132.49,0
72.18.198.164,0
72631.000webhostapp.com,0
7263127256177jay7.blob.core.windows.net,0
7283ijoklsamsavdaiwoeopa.blogspot.com,0
730uz.weblium.site,0
73.22.226.231,0
734f428b-3b1a-48b0-bc8a-e6347a43b6aa.htmlpasta.com,0
737south.com.au,0
74.124.217.149,0
74195462-f65a-4a10-85e4-f3ba0510bd11.htmlpasta.com,0
74.220.202.158,0
74.220.219.121,0
7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de,0
7486414d-8eea-4187-94a8-0cb7a6960796.htmlpasta.com,0
75.127.4.185,0
7514a03d-aecb-4a3b-8636-8d6d6580ff38.htmlpasta.com,0
751654877.000webhostapp.com,0
751mayacautionarynotebook.com,0
751w.com,0
7526416341631bidx7.blob.core.windows.net,0
753caipiao.com,0
757642143148969-dot-ifile-document.appspot.com,0
75819.com,0
75bellonline.com,0
75collect75.com,0
75helpdeskadmin47.000webhostapp.com,0
75rogrscust-etrs.com,0
7639d9fd-cba0-43ac-a048-ee6ec9e2989b.htmlpasta.com,0
76.74.170.56,0
76843.com,0
76867jklkjklyukl.000webhostapp.com,0
7687uy65r79.com,0
7714567.com,0
773podcast.com,0
77548ba6-43cd-4e44-ad0a-9f9bfe0846e8.htmlpasta.com,0
77.74.224.165,0
7782177.000webhostapp.com,0
77arte.com,0
77zt.top,0
78.143.96.35,0
782-twitchy.com,0
7833a46a-47da-4257-9423-b4f1cb3e2b9d.htmlpasta.com,0
783918679436576-dot-hvd-skf-wcf.appspot.com,0
784818849569589-dot-bsk-lcj-jed.appspot.com,0
7889s7098.000webhostapp.com,0
789-eemdecompany.000webhostapp.com,0
78safety-help.000webhostapp.com,0
78y9i8.000webhostapp.com,0
79.170.44.92,0
79.172.201.80,0
7931234.com,0
79.96.122.229,0
79.96.33.43,0
79.docs.google.com,0
7a00e52e-e42b-4fc4-ae34-666eda7b6a23.htmlpasta.com,0
7a69d5b0a8.000webhostapp.com,0
7ac29ddd80.000webhostapp.com,0
7bluespots.com,0
7c22b-8h7i2-03.com,0
7c87cc9b-0c3b-4fb6-a37a-e550fee0c298.htmlpasta.com,0
7change.ru,0
7e4d2de1-f9a3-41ff-a50b-874d02810df2.htmlpasta.com,0
7ed76a2f-025f-4e4e-bae8-191ed84451aa.htmlpasta.com,0
7f61467c761893698.temporary.link,0
7f9ae0ab-5c24-43e1-a3f3-1cb848514f90.htmlpasta.com,0
7inews.com,0
7kemao.cn,0
7kvitek.cz,0
7minsite.com,0
7n8o.top,0
7novi-7bjsgr.000webhostapp.com,0
7oretine.com,0
7poster.ir,0
7s3i.top,0
7sah.numexi.com,0
7shinjuronl.com,0
7springsrotary.org,0
7starsearch.com,0
7streamrevenue.org,0
7techsystems.com,0
7uktc.000webhostapp.com,0
7v.ai,0
7zip.es,0
80-20pac.org,0
8068558.com,0
807518.com,0
809110.com,0
809829138265744-dot-ugd-vya-odk.appspot.com,0
80df4cf8-78d9-405a-aec3-f59c21cbf785.htmlpasta.com,0
80millionfreemovies.com,0
80uj9eifd.000webhostapp.com,0
81.19.215.8,0
81.2.248.97,0
81.2.249.91,0
812631231238limt8.blob.core.windows.net,0
817787000444960-dot-ltw-vhs-wci.appspot.com,0
818listings.com,0
81b85064c7b926a041ccd7df44102cf53ef9759.dns-cloud.net,0
82.118.21.130,0
82.118.21.131,0
82.118.21.166,0
82.118.21.167,0
82.118.21.168,0
82.146.39.119,0
82.165.122.149,0
821convalescepeking.com,0
8220halfdomecourt.top,0
825b52f9-b06a-4570-a098-b9f31d7bf2c3.htmlpasta.com,0
828763wshopifyosjd.16mb.com,0
83.220.171.229,0
8362d3f9-3f72-48e0-aa55-8906f4fa87b6.htmlpasta.com,0
8418541541harison8.blob.core.windows.net,0
84364703.ummy83.xyz,0
8452345.com,0
85110barbiere.net,0
85.25.13.229,0
85.255.1.93,0
856279718956100-dot-ifile-document.appspot.com,0
8571234.com,0
857657785457347-dot-wet-rans-fer-254621.appspot.com,0
86.105.212.118,0
86.106.102.167,0
8651234.com,0
86554.000webhostapp.com,0
865940329387user.000webhostapp.com,0
866521670592956-dot-keg-vge-hsf.appspot.com,0
86686868hhmhmmnm.000webhostapp.com,0
866carpets.com,0
86safety-help.000webhostapp.com,0
8763727rri093.ml,0
8765435676532433.top,0
8789432234333.000webhostapp.com,0
8793d882-8659-497e-8bf5-2412da428df6.htmlpasta.com,0
87safety-help.000webhostapp.com,0
880autobody.com,0
88.119.179.134,0
88.166.52.235,0
885510427497582-dot-jbo-egx-ale.appspot.com,0
887772167907454-dot-auth-sys-67322.appspot.com,0
887ec115da.000webhostapp.com,0
888highroad.co.uk,0
888-perspicuous-europe.com,0
88qidian.com,0
8909digital.co.uk,0
891229312391294362.top,0
89.161.207.107,0
892423892981289413.top,0
89.249.65.62,0
89.36.220.184,0
89.40.125.47,0
89.46.74.236,0
895837842793099-dot-jfh-dgb-keg.appspot.com,0
898965.com,0
89b3e960-5e30-45a5-8840-5f37e24a8e1e.htmlpasta.com,0
89uidso.000webhostapp.com,0
8a0bdbd84559fcb34e1aa8fb6f52378c.dns-cloud.net,0
8a8cbffc-c7f2-443a-8813-a94b118d9222.htmlpasta.com,0
8aaa.cc,0
8ca2f16f.bmoney-frn.net,0
8cqm.top,0
8dd5b24e.bmoney-frn.net,0
8design.com.br,0
8df809e3-67fe-4639-9bfb-139a31c4c44c.htmlpasta.com,0
8.digitalaimmedia.com,0
8dmusicandaudio.com,0
8dx.com.br,0
8e21.it,0
8gbhosting.com,0
8i7i.top,0
8lbusdebu5dxzjhlltbxfnx00.designmysite.pro,0
8liveson.org,0
8psolution.com,0
8pw4.top,0
8s28z.weblium.site,0
8tweb.be,0
8u0ois.000webhostapp.com,0
8uvhs3a.com,0
8xh.000webhostapp.com,0
8y1g82gd8g1h28g1d8h12d8h1h2d-mailnetworkmail-mesage.com,0
9002888.com,0
90345654343232.000webhostapp.com,0
9053456.com,0
907518.com,0
909clarkeconfigure.com,0
909fab75-5a24-4d6f-96a8-4f2c829347e6.htmlpasta.com,0
90sd90-i0sd.000webhostapp.com,0
9101234.com,0
91.121.106.22,0
91.134.15.230,0
91.195.99.137,0
91.195.99.139,0
911bloopers.com,0
911cybers.com,0
911inf.ru,0
911men.ru,0
911restorationlongbeach.com,0
91522094.eresa.club,0
918kissbigwin.com,0
91liangcheng.com,0
91travels.com,0
92.27.75.224,0
923271845631259-dot-ifile-document.appspot.com,0
925151552159limt9.blob.core.windows.net,0
925silverjaipur.com,0
92746.pl,0
928classics.com,0
929dave.fm,0
93.126.60.196,0
93.158.239.29,0
9383773.000webhostapp.com,0
94.136.29.42,0
94.140.125.127,0
94.177.161.231,0
94.177.197.22,0
94.177.203.169,0
94.177.242.164,0
94.177.250.193,0
94.177.254.180,0
941fm.com.au,0
94a11d64-3275-48da-abea-e795607e6d0d.htmlpasta.com,0
950551.com,0
95.179.180.165,0
9529629419emmy9.blob.core.windows.net,0
953radio.com,0
95588r.com,0
959641494194riddan9.blob.core.windows.net,0
95aqari.com,0
95audio.com,0
95d2e4d00bfe48961225cee6117445co.com,0
95qe3.com,0
961623416stoner9.blob.core.windows.net,0
9666.yolasite.com,0
969thelegend.com,0
970371217971145-dot-ifile-document.appspot.com,0
97-1fmcasablanca.com,0
974handelviolate.com,0
975708588114242-dot-rdj-wsv-lsi.appspot.com,0
976481.cf,0
978654454676223.top,0
97ca531a-034a-4aa9-800e-6f91afe08ab0.htmlpasta.com,0
98118312.reas.xyz,0
98185696.eborah93.club,0
984747700.axwebsite.com,0
98696968957846fdhgxnndhcgnzbfxbbbbbbb.000webhostapp.com,0
9876543234567898765567887654567875567.000webhostapp.com,0
98765435633223323.top,0
9876567898.000webhostapp.com,0
987776pt.000webhostapp.com,0
9880mal728.info,0
98frgjdud12.000webhostapp.com,0
990700549978621-dot-we-tra-fer.appspot.com,0
992893o2892.info,0
99838873.b-cdn.net,0
998ssl.com,0
